dt,x,z,theta,vx,vz,wy,T,gimbal
0.00010010615326561725,0.14331352035936906,4.108560369416091,0.00396815986801432,-0.14389660909096244,-5.858595739835764,-0.003658728528318914,28000.01086853825,-1.0709632638052637e-07
0.00010010615327545531,0.14329911531202116,4.107973866838115,0.003967793606775447,-0.14389883357179545,-5.859017190936881,-0.003658728529519667,28000.010868538302,-1.0703175865730562e-07
0.00010010615328529817,0.14328471004199791,4.107387322070231,0.003967427345536417,-0.14390105784726998,-5.859438642037223,-0.003658728530719696,28000.01086853835,-1.0696718840575549e-07
0.00010010615329514587,0.14327030454931988,4.106800735112441,0.003967061084297231,-0.14390328191738605,-5.859860093136792,-0.003658728531919,28000.0108685384,-1.0690261562579429e-07
0.00010010615330499837,0.14325589883400758,4.106214105964744,0.00396669482305789,-0.14390550578214364,-5.860281544235588,-0.003658728533117581,28000.01086853845,-1.0683804031734143e-07
0.0001001061533148557,0.14324149289608162,4.105627434627143,0.003966328561818391,-0.1439077294415428,-5.86070299533361,-0.0036587285343154382,28000.0108685385,-1.0677346248031639e-07
0.6999999057551402,0.1432270867355625,4.105040721099637,0.003965962300578739,-0.14390995289558345,-5.86112444643086,-0.003658728535512571,69999.9883806534,0.002789649666713064
0.00010009192828329741,0.0412741841451185,1.0288025179358091,0.001596222306165533,-0.14351352046939922,-2.9281287790761685,-0.0031119580743857447,28000.01086887942,5.143775415340929e-07
0.0001000919282982579,0.0412598195553609,1.0285094147913052,0.0015959108242814197,-0.14351441479997973,-2.92855016659014,-0.003111958068619418,28000.01086887947,5.144922311128275e-07
0.00010009192831323321,0.04124545487609463,1.0282162694692687,0.0015955993423978367,-0.143515308955906,-2.9289715541038954,-0.0031119580628518055,28000.01086887952,5.146069237888953e-07
0.00010009192832822338,0.04123109010733715,1.0279230819696994,0.0015952878605147848,-0.1435162029371781,-2.929392941617435,-0.003111958057082907,28000.010868879574,5.147216195623733e-07
0.00010009192834322838,0.04121672524910595,1.0276298522925973,0.0015949763786322637,-0.14351709674379598,-2.92981432913076,-0.0031119580513127233,28000.01086887962,5.148363184333467e-07
0.00010009192835824824,0.04120236030141851,1.0273365804379628,0.0015946648967502736,-0.14351799037575963,-2.9302357166438684,-0.003111958045541254,28000.010868879668,5.149510204018933e-07
0.00010009192837328297,0.041187995264292315,1.0270432664057951,0.0015943534148688142,-0.1435188838330691,-2.9306571041567624,-0.0031119580397684986,28000.01086887972,5.150657254680945e-07
0.00010009192838833257,0.04117363013774483,1.0267499101960949,0.001594041932987886,-0.14351977711572433,-2.931078491669441,-0.003111958033994457,28000.010868879766,5.151804336320328e-07
0.00010009192840339706,0.041159264921793545,1.026456511808862,0.001593730451107489,-0.1435206702237254,-2.9314998791819042,-0.00311195802821913,28000.010868879817,5.152951448937862e-07
0.6999999061490583,0.04114489961645595,1.026163071244096,0.0015934189692276232,-0.1435215631570722,-2.9319212666941543,-0.0031119580224425168,69999.99067178728,0.015683107821700133
,-0.009118771060651537,-5.000523034432242e-09,0.0004908653077364598,0.001711700320041933,4.9999982422429214e-09,-3.8195718453515785e-05,,
